"Mikkel Sander Nordby","Gamle Heggehagen 41, Vestfjell, SC 0145","2806"
"Prof. Madeleine Haukelidsæter","Fossumveien 70, Smestrand, GA 7136","6494"
"Andrea Jakobsen","Elines Vei 2, Lillevær, CT 0815","5866"
"Prof. Tiril Vedvik","Litjskrenten 3, Høysjøen, TN 1291","3675"
"Jørgen Rasmussen Ruud","Oppgang A Øvre Heggelunden 12, Vestbø, MN 7972","5252"
"Emil Huseby Svendsen","Leil. 898 Stensruds Gate 4, Tandsjøen, NC 8944","9376"
"Aksel Anders Torp","Leil. 833 Andresensvei 91, Lillehavn, PA 1383","3413"
"Vilde Jensen Vedvik","Theodorveien 6, Tandnes, UT 8550","6023"
"Oda Thoresen III","Mathisengata 83, Staveid, LA 5015","2365"
"Linnea Kristensen Solheim","Gamle Fossestien 56, Fetø, WV 0874","7703"
"Mathilde Jensen IV","Haukelidsætergata 42, Nordås, SD 9272","7027"
"Kristoffer Fossum IV","Østre Brugata 89, Utdal, IL 3383","4734"
"Tobias Johansen","Oppgang A Jensens Vei 3, Lillemark, ND 4394","4630"
"Herman Andreassen Solberg","Lundesvei 27, Malhelle, LA 6169","9771"
"Hedda Moe Sr.","Mikkelveien 69, Høyvær, MS 3170","0355"
"Linnea Aasen Edvardsen","Filips Gate 2, Smefjell, SC 0931","3206"
"Hedda Skoglund II","Oppgang A Høystien 60, Storeid, WV 2195","2544"
"Alexander Henriksen","Østre Granspranget 34, Nærstrøm, OR 0600","7440"
"Victoria Elise Rasmussen","Martingata 88, Fagerbø, MD 0957","2071"
"Leah Madeleine Jørgensen","Eriksvei 8, Fethavn, HI 0606","8743"
"Madeleine Tangen Sr.","Oppgang B Sebastiansvei 2, Tandfjord, ID 0737","2006"
"Johannes Huseby Jr.","Rognetunet 1, Lillehelle, NE 5412","5230"
"Even Nikolai Aalerud","Leil. 743 Karolines Gate 9, Høyborg, MO 1490","3621"
"Kasper Nikolai Gran","Gamle Malmstien 13, Nærberg, VA 0427","5476"
"Dr. Thea Berntsen","Oppgang A Leahsgate 0, Nærdal, WI 9108","0588"
"Even Edvardsen","Torpgata 7, Stavstrøm, OK 0332","4841"
"Johannes Jakob Aasen","Oppgang B Fururøa 85, Nærsund, AK 2934","0891"
"Kristine Kristoffersen Rasmussen","Øvre Sjøroa 5, Gjessjøen, SC 5505","1335"
"Maja Thoresen","Østre Kirkeekra 90, Fetberg, MT 5189","2101"
"Sander Arnesen Sørlie","Finstads Gate 9, Høygrunn, MN 0583","3370"
"Theodor Eirik Borge","Leil. 467 Jonasgata 70, Høygrunn, WY 9804","4393"
"Hedda Stensrud IV","Veggesgate 6, Lostad, OH 3843","5938"
"Mikkel Krogh IV","Elvesvingen 29, Smevik, AR 0663","2330"
"Malin Bjerke Sæther","Sørensensgate 42, Smesand, NJ 4312","0604"
"Prof. Tiril Jakobsen","Nedre Høytjernet 44, Inneid, NH 5151","2013"
"Even Henrik Nilsen","Kristiansgate 11, Tandstad, AL 0838","2443"
"Prof. Sander Arnesen","Oppgang B Bjørkestien 5, Fagernes, NC 0757","6986"
"Dr. William Berg","Oppgang A Vassgjerdet 8, Lillevik, SD 0414","5172"
"Dr. Sebastian Johansen","Østre Fossevollen 49, Fagerberg, IA 1765","4323"
"Maja Holm Berg","Brulyngen 5, Fetby, LA 1009","6815"
"Helene Gundersen I","Østre Konvallvollen 0, Lohavn, NJ 9476","0180"
"Malin Eriksen III","Leil. 599 Øvre Klokkerskogen 6, Veststrøm, NV 0591","8377"
"Amalie Hopland Kleven","Oppgang B Nedre Kirkealléen 1, Malberg, WI 0307","2615"
"Filip Magnus Andreassen","Oppgang B Solstubben 7, Gjesborg, AZ 5929","4540"
"Leah Martinsen","Leil. 182 Odas Vei 34, Innfjell, NY 6886","0180"
"Camilla Mathisen Bakken","Oppgang B Aasveien 42, Smehelle, OH 9592","8766"
"Henrik Svendsen Moe","Moesvei 0, Lillestad, SD 0915","7358"
"Kristian Herman Moen","Øvre Klokkerstranda 58, Smevær, WI 2424","5955"
"Johannes Nielsen","Leil. 249 Korslyngen 42, Smeby, VA 0372","0585"
"Elise Kristoffersen Krogh","Olsens Vei 47, Tandberg, IN 0532","9513"
"Natalie Holm III","Oppgang A Vestre Lillestykket 1, Nordås, IN 4994","3292"
"Kaja Maren Dahl","Oppgang B Akselgata 61, Nordstad, GA 6027","7023"
"Victoria Torp Bakke","Leil. 616 Heddasgate 20, Malhelle, OH 5974","3903"
"Jonathan Elias Røed","Oppgang A Vestre Blåveisbakken 3, Stavsand, TN 3625","0874"
"Martin Carlsen III","Kristoffersvei 2, Gjeshelle, VT 9996","8906"
"Prof. Nora Stensrud","Leil. 180 Bekkehavna 97, Vestfjord, NM 9541","0032"
"Tobias Adrian Halvorsen","Martinsensgate 6, Næreid, GA 0493","5913"
"Madeleine Larsen I","Leil. 841 Vestre Korsmyra 9, Lovåg, RI 0021","1151"
"Prof. Marie Hansen","Leil. 444 Eiriks Vei 9, Storby, CA 0057","2319"
"Lucas Simen Østby","Oppgang B Lillehøgda 0, Sandhelle, KS 9506","7508"
"Alexander Johannes Lunde","Elvestubben 8, Nærsand, KS 1676","6365"
"Maria Maja Olsen","Hestemyrkroken 9, Norddal, MN 0486","4484"
"Marte Rasmussen Lie","Gamle Korsflata 61, Gjesvåg, TX 2535","4296"
"Martin Simen Kleven","Øvre Lilleekra 89, Malhelle, ID 9360","2094"
"Synne Lunde Jr.","Leil. 036 Henrikveien 48, Vesthavn, AZ 7035","4035"
"Mats Markus Myhrer","Oppgang A Vestre Fossemoen 9, Stavås, CO 7141","1109"
"Prof. Martin Berg","Rognekroken 80, Nærfjord, NM 7547","0587"
"Camilla Camilla Andresen","Vassringen 3, Loås, MA 7647","6987"
"Benjamin Lucas Ødegård","Emmagata 8, Lillestrand, TX 0532","5574"
"Sara Sandra Tangen","Oppgang A Bruhagen 6, Stavsand, HI 5728","2647"
"Daniel Tangen V","Furujordet 83, Innhamn, CT 7432","7181"
"Jakob Magnus Gran","Jacobsensgate 5, Utsund, PA 7493","0244"
"Frida Hanna Jakobsen","Oppgang B Søndre Fiolstykket 1, Nærvær, UT 6939","2351"
"Marie Kristine Nielsen","Leil. 166 Sjøplassen 96, Lones, VA 9057","7454"
"Kristoffer Eriksen Jr.","Alexandersvei 8, Lilleøy, MA 3387","2403"
"Vilde Aasen I","Oppgang A Nataliesgate 09, Maløy, LA 5774","3660"
"Oliver Bakke Skoglund","Leil. 748 Julies Gate 95, Innodden, NH 6022","4076"
"Frida Mari Arnesen","Oppgang A Heggestykket 90, Utbø, CA 6202","8065"
"Sindre Jørgensen III","Heggetjernet 6, Malmark, SC 3768","5506"
"Dr. Maja Evensen","Oppgang B Klokkerringen 3, Nærsand, AR 8129","6638"
"Thea Kaja Kristoffersen","Oppgang B Konvallhaugen 77, Smenes, DE 1460","9392"
"Daniel Arnesen Jr.","Leil. 812 Evensens Vei 8, Lillevær, HI 2411","4604"
"Leah Selma Torp","Leil. 980 Østre Hestemyrbakken 93, Malvåg, OK 4720","0308"
"Thomas Thoresen II","Oppgang A Pettersenveien 2, Nærberg, WA 7130","1680"
"Mats Elias Løken","Oppgang B Eikejordet 6, Sandstad, NV 8898","5236"
"Andrea Solheim","Leil. 355 Torgflata 52, Høyvåg, NY 4315","6882"
"Oskar Martin Solli","Leil. 463 Fridas Vei 4, Utvik, MT 8250","1702"
"Dr. Markus Krogh","Oppgang B Klokkerløkka 36, Malsand, NE 0815","7059"
"Ole Bjerke II","Oppgang A Rasmussensgate 20, Fetmark, ME 0456","1463"
"Dr. Ole Smedsrud","Oppgang A Annas Vei 99, Losjøen, AL 6315","9105"
"Sofie Christiansen Sørensen","Oppgang A Grantjernet 05, Vestmark, HI 4371","1425"
"Lars Aasen","Oppgang B Henriksensvei 67, Nærnes, ND 9154","9278"
"Emil Tobias Østby","Oppgang B Kirkesvingen 4, Gjessjøen, SD 0766","6612"
"Vilde Helene Vegge","Oppgang A Sørliegata 73, Innmark, NJ 0288","3480"
"Even Myhrer","Malmvika 98, Vestborg, NC 9116","4441"
"Anna Eline Solli","Vestre Kumoen 71, Innbø, WA 9616","5943"
"Ole William Solberg","Moensgate 4, Fetvåg, MD 6742","4514"
"Kristian Kristoffersen Strand","Granittflata 3, Høyfjord, MI 5758","1165"
"Natalie Frida Nordby","Heggetunet 5, Nærnes, AZ 5605","6698"
"Maja Hopland Nilsen","Leil. 457 Ingrids Vei 23, Vesteid, KY 0314","3970"
"Aurora Wold Fjeld","Oppgang B Malins Vei 2, Stavgrunn, NM 3905","1375"
"Marte Gundersen Kleven","Søndre Sjøåsen 25, Staveid, KS 8896","2864"
"Isak Noah Bakke","Nedre Eikeflata 68, Fagerås, MN 0564","7441"
"Prof. Markus Torgersen","Oppgang A Smedsrudgata 83, Gjesvær, HI 6718","5585"
"Silje Martinsen Kristensen","Eideveien 18, Malø, IL 1457","0766"
"Marte Thea Tangen","Fossejordet 61, Innfjord, AL 9172","1322"
"Prof. Joakim Røed","Sofiesvei 8, Fagernes, DE 3290","3915"
"Herman Finstad Hopland","Leil. 426 Gamle Fiolplassen 04, Høyøy, VA 0484","3031"
"Mikkel Magnus Jakobsen","Nedre Elvemyra 33, Lillemark, VA 5014","6794"
"Filip Ryan I","Leil. 639 Nedre Heggevollen 0, Vestås, LA 0916","2028"
"Thea Maren Danielsen","Oppgang B Øvre Prestetjernet 7, Gjessund, IA 0685","0286"
"William Ole Solli","Leil. 098 Eikestykket 38, Malstrand, AR 6001","5896"
"Marte Sunniva Glosli","Oppgang B Søndre Kirkejordet 7, Fagerfjell, OR 3322","8854"
"Amalie Nora Evensen","Oppgang B Jennysvei 2, Storstrøm, MD 6265","4892"
"Madeleine Karlsen","Eidesgate 00, Sandstrøm, FL 0902","2090"
"Håkon Finstad II","Leil. 118 Carlsensgate 6, Innø, NY 9596","2426"
"Dr. Martin Mathisen","Oppgang B Martinesgate 22, Utvær, AK 3068","1472"
"Filip Isak Amundsen","Oppgang A Sebastians Vei 13, Tandø, RI 0605","0891"
"Eirik Kristoffersen Lie","Leil. 534 Jørgensgate 74, Stavodden, WI 0352","4611"
"Alexander Aksel Rasmussen","Oppgang B Bakkenveien 5, Gjesstad, OR 5716","2350"
"Henrik Hagen Aasen","Oppgang A Johansensvei 5, Sandfjell, MS 3563","6801"
"Markus Aasen IV","Gamle Litjgata 73, Smestrøm, FL 0386","6629"
"Elise Vilde Krogh","Oppgang A Granittbakken 11, Malstad, NM 0873","1407"
"Isak Oskar Vedvik","Malmjordet 5, Stavodden, KS 7975","7406"
"Benjamin Smogeli V","Høystranda 41, Malstad, HI 5638","0654"
"Håkon Ryan","Leil. 563 Husebysgate 35, Malhelle, NC 9750","3090"
"Prof. Oliver Gundersen","Øvre Granittfaret 91, Vestgrunn, OR 0478","5160"
"Natalie Elise Jensen","Hansensvei 22, Storøy, MN 1810","5073"
"Mathilde Selma Carlsen","Østre Granflata 5, Tandsjøen, SC 9700","6470"
"Sander Isak Wold","Oppgang A Lundegata 0, Fagersund, WV 0214","0577"
"Eirik Sørlie V","Oppgang A Olsensgate 1, Innstrøm, OR 9474","2682"
"Sander Oskar Hansen","Kroghs Gate 2, Stavfoss, MD 1776","4355"
"Prof. Johannes Ruud","Oppgang A Hansensvei 0, Loås, MD 0007","3524"
"Sandra Skuterud","Skoglunds Vei 26, Norddal, NM 0302","3888"
"Dr. Frida Andresen","Klokkerhøgda 5, Smeodden, VT 8801","6977"
"Ida Hansen II","Benjamins Gate 37, Fagerdal, AR 0365","4697"
"Amalie Nordby Solheim","Siljegata 9, Vestfjord, SC 2718","1262"
"Mia Maria Amundsen","Oppgang A Stensrudveien 65, Høyvik, VA 0814","2636"
"Jonas Pettersen","Nedre Bergskogen 60, Nordfjell, CO 0816","1333"
"Martin Andreas Gran","Oppgang B Eikeengen 24, Uthamn, RI 1680","7734"
"Helene Halvorsen II","Nguyensgate 03, Fagerbø, GA 0218","3891"
"Mina Østli Jr.","Oppgang A Øvre Solalléen 14, Sandstad, SC 6329","6514"
"Emil Pettersen","Oppgang A Eikerøa 37, Fetsund, GA 0537","3116"
"Aurora Kaja Torgersen","Leil. 456 Bergeveien 08, Gjesby, NE 0824","2879"
"Jonas Nguyen Eriksen","Leil. 284 Mikkels Gate 11, Nærstrøm, NE 2573","0138"
"Sara Andersen","Prestemarka 71, Malberg, MA 4986","9030"
"Anders Rasmussen","Ruudveien 90, Tandfjord, MA 1979","1332"
"Sofie Eide Svendsen","Leil. 272 Øvre Geiterygggata 51, Stavodden, TX 6674","4137"
"Helene Camilla Bakke","Søndre Berglyngen 3, Smestad, WV 0258","1931"
"Joakim Anders Mathisen","Mariuss Gate 5, Losjøen, MI 0948","3602"
"Magnus Alexander Solheim","Oppgang A Gamle Litjroa 5, Gjesfjord, MN 0794","5017"
"Sofie Jensen III","Leil. 384 Østre Vassmyra 57, Utvær, FL 4696","4536"
"Ingrid Marie Dahl","Klevensgate 9, Sandås, DE 6824","5931"
"Jørgen Sebastian Myhrer","Jacobsens Vei 84, Stordal, WV 1574","2317"
"Prof. Noah Vedvik","Gamle Malmplassen 52, Vestby, WV 6486","3270"
"Dr. Julie Pedersen","Leil. 752 Vestre Prestegrenda 1, Sandbø, WY 6311","0755"
"Henrik Carlsen IV","Anderssvei 4, Fetgrunn, TN 0847","6013"
"Nora Karoline Christiansen","Myhrergata 42, Tandby, TX 0333","0562"
"Prof. Benjamin Halvorsen","Bekketoppen 4, Smevær, MA 3923","9446"
"Mathias Olsen","Leil. 873 Granekra 3, Høyhavn, OK 7130","0478"
"Eirik Mikkel Sørensen","Oppgang B Kasperveien 2, Høyø, HI 0296","7388"
"Mia Solheim","Oppgang B Bekkelyngen 7, Vestmark, MA 7512","7856"
"Nora Haugen II","Oppgang B Gamle Brutoppen 6, Tandstad, MO 0023","3882"
"Anders Nilsen","Idas Vei 2, Staveid, OK 3459","6520"
"Dr. Julie Ødegård","Oppgang B Moesvei 7, Malby, OR 7981","6644"
"Anders Tangen Nordby","Oppgang B Emils Gate 65, Veststrøm, NY 7486","0134"
"Johannes Halvorsen IV","Sandersvei 14, Lillesand, PA 6803","6091"
"Mikkel Bjørnstad","Leil. 658 Eikeplassen 7, Fagerås, WV 0235","5450"
"Emil Elias Moe","Oppgang A Marensvei 0, Fagerstad, OR 0941","3154"
"Silje Sunniva Gundersen","Amalieveien 47, Fetsand, MD 3443","0463"
"Prof. Elise Jensen","Berges Gate 6, Stavø, UT 3701","5815"
"Prof. Frida Moe","Oppgang B Nedre Litjgjerdet 2, Utvær, IN 5870","4338"
"Leah Karoline Nguyen","Blåveisspranget 25, Vesthamn, NJ 0453","0230"
"Thomas Aalerud Torp","Oppgang B Elvegropa 3, Utstrøm, WI 0888","4703"
"Andrea Kleven Jr.","Oppgang A Rogneflata 44, Høybø, OH 0389","6224"
"Elias Mathisen","Leil. 114 Mariasvei 6, Storø, DE 8253","1917"
"Fredrik Gran V","Olstadsvei 36, Gjeshavn, VT 8825","1852"
"Kristian Henrik Borge","Oppgang A Selmasvei 19, Malgrunn, CO 0650","9532"
"Vilde Danielsen Jakobsen","Vestre Elvesvingen 97, Stavhavn, AK 0749","5366"
"Dr. Vilde Kristiansen","Oppgang B Lillebakken 7, Fetstad, CT 4179","5641"
"Anders Fredrik Fjeld","Andresengata 9, Malvåg, FL 3296","0602"
"Dr. Fredrik Johannessen","Oppgang B Heggebråten 3, Lillevik, DE 2949","2165"
"Sindre Hansen","Bjørkelunden 23, Innvåg, ME 2088","0376"
"Prof. Elise Bjerke","Oppgang A Fiolhaugen 1, Nordsund, IL 1120","1391"
"Dr. Sondre Olsen","Oppgang B Finstads Gate 1, Nærby, AK 0741","6250"
"Even Mathias Hansen","Gamle Elvestranda 0, Innodden, SC 4772","4490"
"Andreas Torp Eriksen","Oppgang B Elvebakken 10, Innhamn, RI 0783","5151"
"Malin Jacobsen","Leil. 564 Rogneløkka 51, Lillefjord, ME 0787","0686"
"Malin Andreassen","Oppgang B Markusgata 6, Utberg, NE 2972","4879"
"Sondre Even Løken","Elvelunden 4, Fagerby, WA 4689","4036"
"Thomas Martin Moe","Leil. 647 Gamle Blåveisstykket 54, Veststrand, LA 0402","6612"
"Natalie Vedvik Sr.","Vestre Kumoen 3, Fagerodden, WA 9626","2437"
"Aksel Stensrud Røed","Oppgang B Østre Elvestranda 84, Stormark, NY 5322","3170"
"Jørgen Aksel Fjeld","Oppgang B Lundegata 65, Losand, NV 0117","6868"
"Isak Strand","Theodorgata 29, Næreid, OH 5438","5948"
"Kristoffer Berntsen","Leil. 186 Borges Vei 85, Høyberg, ID 0551","6405"
"Johannes Adrian Haugen","Leil. 041 Øvre Sjøjordet 0, Høynes, IN 7236","8023"
"Jørgen Filip Andresen","Leil. 414 Elvestranda 7, Tandhamn, TX 6237","1311"
"Kristoffer Jørgensen Karlsen","Leil. 953 Gamle Lilleroa 2, Høyodden, CO 0364","4270"
"Sandra Eline Torgersen","Oppgang A Søndre Brujordet 7, Fethavn, NJ 1233","0055"
"Prof. Mina Vedvik","Leil. 966 Jakobsgate 7, Nærmark, AL 4896","3171"
"Eline Karlsen Aalerud","Østre Geiteryggsvingen 26, Fetborg, TN 0423","7300"
"Noah Gundersen Nordskaug","Jonasveien 9, Stavstrand, NH 0174","4620"
"Marie Nordby","Leil. 964 Tingkollen 44, Malby, CO 3943","8373"
"Amalie Selma Myhrer","Oppgang A Aalerudsgate 35, Lillestrøm, WV 8969","3113"
"Dr. Filip Haugen","Leil. 461 Kulunden 8, Fagerdal, AK 3800","8206"
"Mina Skuterud Johannessen","Madeleinesvei 3, Stavnes, MA 9123","4361"
"Markus Mikkel Hagen","Korskroken 34, Utstad, AK 7296","9154"
"Marius Østby Haugen","Oppgang B Vestre Furuskogen 8, Tandbø, VA 8384","6901"
"Thea Julie Haukelidsæter","Aasensvei 65, Nærhelle, NH 3392","5776"
"Dr. Eline Dahl","Heggeholtet 3, Sandvik, MO 0769","5886"
"Dr. Nikolai Haugen","Leil. 548 Lies Vei 78, Lillefjell, SD 0176","3731"
"Prof. Leah Johannessen","Leil. 337 Bekkegata 4, Høyfjord, NE 0128","6504"
"Sander Jonas Hansen","Gloslis Gate 2, Nærstrand, TX 1550","6152"
"Prof. Sander Glosli","Markuss Gate 6, Veststrand, GA 6856","1561"
"Maria Aurora Løken","Leil. 848 Amaliesvei 07, Sandsand, TX 0741","5816"
"Erik Martin Halvorsen","Nygårdsgate 30, Nordsjøen, WV 7708","9536"
"Madeleine Olsen","Oppgang A Tinghavna 79, Tandfjell, SC 3810","2164"
"Mari Haukelidsæter Sr.","Oppgang A Geiteryggkollen 9, Nordfjord, ND 0148","7496"
"Maja Hedda Svendsen","Oppgang A Øvre Fiolrøa 7, Lilleeid, CT 3055","7129"
"Emma Gran IV","Leil. 163 Sindres Vei 9, Lovåg, NC 0245","6532"
"Nora Danielsen I","Oppgang B Gamle Eikekroken 62, Fetvik, KY 3910","6260"
"Dr. Andreas Mathisen","Leil. 673 Klokkerskogen 70, Fagerfjord, WV 7760","9820"
"Nora Nordskaug","Oppgang B Granittbakken 53, Fagerstad, ME 8839","5954"
"Dr. Aurora Holm","Oppgang B Østre Eikevollen 69, Nordsand, LA 0025","7804"
"Tiril Andreassen III","Furujordet 5, Storsand, VT 7486","2204"
"Maja Celine Tangen","Oppgang B Malins Gate 65, Stavås, GA 8207","5640"
"Dr. Tuva Berge","Oppgang A Klokkerrøa 1, Næreid, NY 0661","6642"
"Ole Oliver Nguyen","Østre Eikebråten 74, Loøy, MD 2698","0306"
"Martine Helene Karlsen","Oppgang A Øvre Litjeggen 71, Gjesstad, ID 7126","6636"
"Dr. Helene Lunde","Oppgang A Pedersengata 76, Fetø, MI 2788","6517"
"Julie Leah Haukelidsæter","Eriksengata 01, Fethavn, AK 2837","4528"
"Isak Pedersen Jr.","Oppgang B Vestre Solhøgda 32, Sandstrøm, SD 0959","1055"
"Prof. Vilde Skoglund","Gamle Eiketjernet 8, Smeø, TX 2493","9482"
"Aksel Eriksen","Øvre Granitthavna 66, Stavsand, NV 7338","2114"
"Jonas Sander Henriksen","Oppgang B Hagensvei 1, Malbø, RI 0530","2440"
"Dr. Theodor Finstad","Sørensenveien 4, Vestfoss, ME 0838","5783"
"Camilla Arnesen III","Leil. 828 Østre Prestegjerdet 31, Staveid, CO 0551","0168"
"Prof. Elias Østby","Tirilsgate 2, Nærvik, OR 5823","9292"
"Markus Svendsen II","Bjerkes Vei 2, Tandnes, MO 0802","1204"
"Ole Sondre Bjørnstad","Leil. 585 Blåveislia 66, Vestgrunn, IL 4422","5730"
"Eirik Pettersen Smogeli","Skuterudveien 04, Tandhelle, LA 2266","1768"
"Oda Stensrud","Leil. 194 Martines Gate 5, Stavbø, AK 2397","1409"
"Ole Nikolai Bakken","Mikkelsgate 9, Gjesmark, FL 3067","7533"
"Erik Solheim Sr.","Oppgang A Williams Gate 80, Stavhelle, UT 4164","5610"
"Frida Sofie Olsen","Leil. 980 Soldugggrenda 9, Sandfoss, ID 0034","0359"
"Johannes Røed Jr.","Leil. 525 Vedviks Vei 24, Gjesodden, TX 6347","3005"
"Maja Østby","Oppgang A Elvebråten 75, Smestad, NC 2822","6727"
"Camilla Camilla Ødegård","Leil. 368 Husebysvei 9, Lillevåg, KY 1506","0375"
"Markus Røed","Linneasvei 61, Vesthelle, MS 0806","8058"
"Maja Jensen Løken","Leil. 417 Sørensens Gate 96, Innøy, AZ 6897","7808"
"Magnus Eide Kleven","Vestre Hestemyrhøgda 1, Lilleø, PA 7351","5300"
"Dr. Tuva Borge","Leil. 063 Gamle Granåsen 6, Smeodden, IA 4725","6763"
"Magnus Moen Halvorsen","Noragata 6, Lilleborg, DE 0430","4816"
"Hedda Tuva Aas","Jensenveien 63, Utås, ND 0515","3285"
"Ole Sondre Haukelidsæter","Leil. 114 Pettersengata 6, Høyvær, CA 6023","3965"
"Emil Aksel Kristensen","Søndre Fossestranda 0, Nordhamn, OK 4960","0275"
"Prof. Maja Nilsen","Oppgang B Selmas Gate 1, Lofjell, VT 3290","0585"
"Dr. Kristine Solberg","Vestre Granittalléen 33, Nærfjell, OH 0920","9302"
"Filip Larsen Sr.","Leil. 879 Nedre Fiolfaret 3, Veststrand, DE 0918","4748"
"Dr. Maja Andreassen","Oppgang B Bekkevika 40, Lillehelle, KS 0732","6083"
"Sofie Skuterud Eide","Andersveien 01, Gjesfoss, MO 8240","2657"
"Prof. Synne Bakke","Nedre Heggetjernet 2, Smevær, MI 9901","1951"
"Aurora Eriksen","Karlsensvei 3, Fagerfoss, AK 4085","5537"
"Lars Aasen","Leil. 486 Østre Lillegjerdet 4, Malmark, MD 5230","6455"
"Prof. Emma Carlsen","Leil. 037 Søndre Korshavna 26, Tandhavn, MD 4531","4403"
"Henrik Johansen","Østre Solduggflata 57, Inndal, NC 0609","7652"
"Dr. Ida Nielsen","Ruudsvei 6, Tandhelle, WA 0075","1927"
"Andreas Kristiansen","Geiteryggkollen 3, Nærfjord, VA 4760","1189"
"Aksel Even Olsen","Gamle Bergbråten 6, Loby, PA 3200","0132"
"Magnus Sander Glosli","Oppgang B Sondres Vei 2, Malnes, DE 9385","0603"
"Mikkel Huseby Borge","Oppgang A Prestekroken 9, Lillefjell, TN 0348","9388"
"Joakim Olstad Sr.","Benjamins Gate 22, Innvær, MO 8595","4664"
"Filip Bjerke I","Solalléen 92, Høyhelle, VA 6791","4103"
"Jørgen Theodor Sæther","Solduggspranget 6, Gjesås, WV 9278","7072"
"Prof. Oskar Lie","Oppgang A Gamle Heggekollen 7, Fagerstrøm, IL 7335","6048"
"Elise Skoglund I","Oppgang A Kaspers Gate 20, Vestås, MO 1315","6016"
"Johannes Bjørnstad Jr.","Oppgang A Hoplandgata 7, Fetdal, PA 2913","9951"
"Jakob Jacobsen","Leil. 408 Hansens Vei 77, Tandhamn, NV 0221","1903"
"Malin Sara Nordskaug","Leil. 647 Sebastiansgate 6, Nærgrunn, AK 1822","3939"
"Dr. Markus Finstad","Oppgang A Williams Gate 4, Nærøy, DE 7274","6096"
"Nikolai Østby IV","Torgersensgate 8, Vestnes, AL 5776","4663"
"Johannes Even Berntsen","Østre Konvalllia 68, Sanddal, IN 0727","0155"
"Nora Jenny Vegge","Damlyngen 2, Utstrand, MD 0381","2008"
"Prof. Jonathan Fredriksen","Vestre Torglia 91, Storhavn, WV 0520","1161"
"Prof. Madeleine Rasmussen","Gundersens Gate 44, Lillestrøm, AZ 0508","6902"
"Vilde Halvorsen V","Leil. 037 Østbyveien 28, Nærvik, LA 0008","6699"
"Simen Jensen Jr.","Østre Høyhøgda 04, Storsand, AK 5591","4809"
"Aksel Glosli","Oppgang B Linneas Vei 85, Sandhelle, CA 4420","0784"
"Mathilde Strand","Leil. 899 Johannessenveien 6, Vestfjell, FL 0497","5903"
"Jakob Berntsen","Oppgang A Sofiesvei 4, Gjesfoss, MO 1029","0352"
"Sindre Thomas Carlsen","Aurorasvei 6, Gjesodden, ID 2548","3675"
"Oliver Daniel Jørgensen","Leil. 532 Klokkerberget 67, Innfjord, VT 0231","6944"
"Ida Martine Myhrer","Theasgate 1, Sandsand, WI 0510","2054"
"Emma Kristensen","Leil. 542 Østre Solduggrøa 82, Lillesand, AZ 6822","4808"
"Julie Tiril Holm","Kristiansengata 5, Loberg, TX 2223","7979"
"Isak Simen Andreassen","Oppgang B Johansens Vei 25, Storby, AL 0257","4974"
"Mats Torgersen","Lillevollen 9, Loøy, MA 0998","6773"
"Malin Oda Ruud","Oppgang A Litjfaret 47, Storby, AZ 8116","8183"
"Jonathan Johannessen","Østre Torgvika 2, Fetfjell, DE 0621","6843"
"Marius Andersen I","Oppgang A Østre Lilletoppen 4, Malberg, KS 0962","8286"
"Sara Fossum","Søndre Solåsen 14, Smehelle, KS 7908","1263"
"Emil Aksel Wold","Gamle Fosseplassen 11, Nærberg, NY 2356","6443"
"Mari Solberg","Leil. 821 Østre Damskrenten 55, Utby, NJ 8494","3291"
"Andreas Lars Aasen","Granlyngen 83, Stavodden, IN 8206","3679"
"Even Torgersen V","Oppgang A Halvorsenveien 86, Vestøy, SC 7553","0253"
"Silje Maja Berg","Søndre Granittalléen 91, Høyfoss, ME 0427","4323"
"Markus Martin Borge","Oppgang A Bruåsen 7, Stavnes, NC 5832","7429"
"Daniel Lars Bjørnstad","Leil. 977 Prestejordet 7, Vestsand, AL 0762","1787"
"Noah Erik Johannessen","Oppgang B Jensensvei 7, Høysund, IA 3855","1682"
"Andrea Torp","Leil. 375 Geiteryggkroken 3, Nordvær, WV 0036","2070"
"Fredrik Nguyen Sr.","Oppgang B Vestre Granmoen 5, Malfjell, CT 2739","4839"
"Magnus Isak Kristoffersen","Edvardsensgate 87, Nordborg, KY 6973","6016"
"Erik Herman Bakke","Oppgang A Konvallmoen 08, Nærø, NE 0810","1464"
"Dr. Sara Finstad","Leil. 374 Vasshavna 07, Sandstrand, IL 7501","8910"
"Marte Carlsen IV","Eiriksvei 22, Smefjell, AZ 8934","1386"
"Johannes Ødegård","Nedre Fossehaugen 73, Smeberg, OK 8155","9603"
"Dr. Eline Haukelidsæter","Gamle Korsflata 7, Malvær, IL 3171","2835"
"Prof. Adrian Nordby","Oppgang B Søndre Kugropa 1, Fetsand, NV 3755","5230"
"Andreas Berg II","Granskrenten 6, Fagereid, NH 3577","4150"
"Prof. Leah Wold","Søndre Damskogen 46, Maleid, GA 0954","4790"
"Lucas Jakob Vedvik","Østre Blåveisberget 42, Stavsjøen, KY 0222","3216"
"Daniel Jensen II","Oppgang A Hoplands Gate 50, Loby, CA 6328","7071"
"Kristian Oliver Skuterud","Andresensgate 80, Gjesberg, OK 4733","2646"
