Marius Mathisen,Oppgang A Bjørkegjerdet 9,5427
Jørgen Lars Rasmussen,Oppgang A Aass Gate 15,5554
Maren Maria Jensen,Oppgang A Høyberget 4,7808
Maja Aurora Christiansen,Leil. 957 Sebastiansgate 01,1519
Prof. Jenny Bakke,Oppgang A Sondregata 0,1680
Adrian Andersen,Gamle Solplassen 17,6493
Andreas Magnus Gundersen,Oppgang A Gamle Kirkefaret 87,9419
Filip Svendsen Aasen,Leil. 915 Strandsvei 3,0855
Prof. Victoria Kvarme,Torgstubben 8,9471
Dr. Thea Fredriksen,Oppgang B Filips Gate 3,6085
Linnea Danielsen,Mikkels Gate 6,4825
Elias Krogh Johnsen,Håkons Gate 1,9184
Simen Edvardsen,Oppgang B Borgeveien 9,7244
Maja Synne Eriksen,Fredriksens Vei 03,3060
Dr. Emil Olstad,Geiterygggata 7,5953
Prof. William Dahl,Christiansengata 2,3930
Anna Sandra Jacobsen,Matss Gate 79,5229
Natalie Kristoffersen IV,Nordskauggata 2,2256
Malin Johannessen,Eideveien 6,7033
Dr. Mats Aas,Østre Kualléen 49,2442
Anders Jacobsen Nilsen,Leil. 247 Nedre Hestemyråsen 6,8626
Dr. Marte Nordby,Leil. 743 Blåveisroa 6,3723
Natalie Thea Andersen,Kubakken 14,8411
Sofie Aalerud Danielsen,Oppgang B Bjørkeberget 3,0495
Markus Aksel Kvarme,Gamle Solringen 0,5212
Filip Stensrud Jr.,Evensgate 6,4099
Ole Marius Hopland,Nedre Blåveisplassen 7,9016
Andreas Bjerke,Brubråten 36,2280
Selma Gundersen,Stensrudsgate 8,7513
William Kristoffer Hansen,Oppgang B Gamle Litjjordet 42,3112
Prof. William Lie,Granplassen 7,9015
Dr. Sebastian Aas,Oppgang A Gamle Bjørkegata 40,1156
Lucas Theodor Hopland,Oppgang A Anderssgate 2,8161
Mathilde Hedda Jacobsen,Oppgang A Oliversvei 8,8271
Joakim Nielsen Lunde,Tuvas Gate 84,5031
Helene Frida Karlsen,Klokkertunet 02,6796
Prof. Elias Smogeli,Gamle Geiteryggåsen 43,3942
Prof. Thea Johnsen,Hannas Vei 00,2660
Prof. Silje Dahl,Leil. 395 Klevensgate 82,7483
Selma Anna Nielsen,Leil. 675 Kuekra 80,1827
Dr. Leah Gran,Vestre Klokkeralléen 3,8301
Henrik Skuterud Vedvik,Ruudgata 57,1927
Kristoffer Aasen Nygård,Solhaugen 89,8086
Kristoffer Olstad Andresen,Oppgang A Søndre Korsstranda 5,0681
Sindre Smedsrud Sr.,Ruudsgate 73,7332
Kristine Ingrid Johnsen,Oppgang A Vestre Presteskrenten 5,3943
Oliver Johannes Rasmussen,Moegata 6,0491
Mina Nora Berntsen,Oppgang B Hestemyrhaugen 86,6806
Sara Olstad I,Gamle Brugjerdet 3,9119
Prof. Tuva Kvarme,Helenes Gate 3,8630
Emma Bakke,Gamle Elvekollen 6,4827
Martine Hopland I,Oppgang B Kristoffersengata 95,3545
Kaja Stensrud V,Konvalljordet 16,9024
Selma Bakken Olstad,Oppgang B Adriangata 32,3727
Dr. Selma Moe,Carlsens Vei 55,1514
Ida Torgersen Jr.,Oppgang A Solduggkollen 9,6627
Hedda Jakobsen,Korsrøa 44,9350
Prof. Andrea Gran,Oppgang B Linneasvei 1,1215
Elise Maren Hopland,Håkons Vei 8,7088
Daniel Glosli Kleven,Nedre Tingstranda 21,8041
Thea Finstad Svendsen,Litjskogen 2,2080
Adrian Hopland Jr.,Lundesgate 62,3485
Martin Skoglund,Fredrikgata 82,0665
Dr. Maria Olstad,Solheims Gate 9,9284
Martine Ødegård Røed,Damhagen 27,1435
Karoline Eide Sr.,Victorias Gate 66,0131
Jonathan Joakim Østli,Fossehøgda 9,2317
Dr. Maren Haukelidsæter,Leil. 593 Hermans Gate 6,9276
Tuva Jensen,Søndre Vassgata 08,5053
Sondre Henriksen Vedvik,Oppgang B Dammarka 7,9582
Malin Jenny Solli,Oppgang A Prestegata 5,6967
Nikolai Herman Nordskaug,Edvardsenveien 5,0451
Maja Victoria Bjørnstad,Larssvei 0,2985
Marie Madeleine Kvarme,Malinsgate 08,3074
Prof. Eline Vegge,Blåveishøgda 8,1671
Aksel Oskar Danielsen,Leil. 547 Nedre Blåveistjernet 92,5591
Mathilde Sara Glosli,Kajasvei 8,9185
Dr. Sandra Finstad,Korsåsen 73,0164
Mats Nilsen III,Vestre Klokkergata 3,7744
Dr. Tiril Vedvik,Oppgang B Fiollyngen 01,9516
Theodor Marius Danielsen,Leil. 984 Synnes Gate 5,2308
Jakob Even Jørgensen,Klokkergata 2,5963
Dr. Kasper Strand,Leil. 978 Søndre Bekkeeggen 4,4597
Sofie Lie I,Leil. 639 Nedre Kubakken 86,0060
Nora Dahl Huseby,Oppgang B Holmsvei 23,0021
Kristian Glosli Sr.,Oppgang A Eriksensgate 84,8503
Jakob Andresen Arnesen,Mathildes Gate 9,6740
William Løken Jakobsen,Leil. 238 Østre Torglunden 33,7566
Mats Nikolai Martinsen,Vestre Litjspranget 5,6973
Marte Tiril Kristoffersen,Nedre Lillealléen 8,1746
Dr. Amalie Kristoffersen,Oppgang A Vestre Bjørkesvingen 35,8852
Natalie Mia Kleven,Martinsens Vei 8,0361
Vilde Olstad I,Leil. 097 Søndre Blåveisskrenten 28,0271
Helene Pedersen Kleven,Oppgang B Minas Gate 19,0211
Hanna Smogeli Ødegård,Gamle Fiolalléen 9,3890
Anna Tuva Sørensen,Leil. 044 Sondregata 7,5777
Sandra Victoria Hansen,Oppgang A Aurorasgate 0,4026
Emilie Andrea Evensen,Gamle Damlia 2,1416
Dr. Kristine Torp,Leil. 460 Rogneløkka 66,0774
Mathias Kristian Fredriksen,Skoglunds Vei 7,7028
Tiril Kristensen,Nilsengata 18,9326
Anna Bakke Ryan,Oppgang B Kaspergata 0,7795
Dr. Frida Ødegård,Vestre Bruholtet 24,7563
Emil Kristoffer Andresen,Leil. 318 Hestemyrberget 5,2301
Kasper Solli,Hestemyrmyra 5,3618
Simen Østli I,Klevens Gate 17,3714
Kristine Eline Larsen,Aalerudsgate 0,4853
Dr. Filip Huseby,Vestre Fiolgata 8,7115
Lars Ødegård Bjerke,Leil. 979 Nedre Fururoa 6,0118
Leah Sørensen V,Øvre Sjøbakken 64,0270
Andreas Gran,Oppgang B Lillehøgda 1,0674
Jonas Pettersen I,Oppgang B Gamle Geiteryggstubben 75,0850
Isak Noah Johannessen,Oppgang B Dahlsvei 22,7110
Daniel Ruud Torp,Oppgang B Øvre Furujordet 3,0195
Dr. Kristian Jensen,Nygårds Vei 1,8504
Emil Alexander Hansen,Lucass Gate 9,2120
Dr. Helene Henriksen,Nedre Høygata 5,9175
Synne Holm,Rognegata 49,1769
Eirik Anders Berg,Oppgang B Eliasveien 0,7941
Lars Torp Andersen,Torgmarka 1,3128
Prof. Mats Andersen,Hannasgate 09,3997
Mathilde Halvorsen Johansen,Leil. 475 Markuss Gate 03,1739
Oda Maria Stensrud,Oppgang A Øvre Korsengen 92,6263
Marius Thomas Vegge,Oppgang B Lilleplassen 92,5517
Sandra Aurora Sørlie,Oppgang B Torgfaret 3,6456
Dr. Amalie Solheim,Nedre Fiolstykket 6,6623
Mathias Sindre Torgersen,Fredriksensgate 22,8416
Marie Løken,Østre Elvefaret 54,2841
Oliver Johannes Kleven,Ingridveien 0,6527
Helene Oda Krogh,Leil. 920 Fiolrøa 07,5831
Martin Østby Fredriksen,Thomassgate 2,0359
Mikkel Tangen Borge,Oppgang B Nedre Blåveisstykket 0,8644
Prof. Mathilde Løken,Oppgang A Svendsens Gate 99,5503
Mathilde Kristiansen Nordby,Østre Granitthøgda 33,6546
Mikkel Hansen I,Haukelidsæterveien 0,8019
Adrian Aalerud II,Fiolhavna 4,3722
Sondre Berge Aasen,Andersengata 1,9294
Camilla Østli Jørgensen,Leil. 285 Nordskauggata 69,3236
Dr. Kristine Christiansen,Øvre Blåveisroa 6,4756
Herman Kasper Glosli,Oppgang B Østre Sjøekra 43,7490
Hedda Lie V,Oppgang B Smogelis Vei 25,5460
Prof. Sebastian Dahl,Vestre Grantunet 04,1801
Prof. Maja Finstad,Henriksensvei 8,0670
Dr. Sondre Hansen,Mathiassgate 2,4662
Mia Sunniva Røed,Leil. 044 Litjlyngen 9,9540
Tuva Mathisen,Evensensgate 90,5384
Dr. Sandra Amundsen,Oliverveien 80,0308
Erik Vedvik IV,Høyjordet 98,7078
Jonas Henrik Haukelidsæter,Oppgang B Vestre Tingekra 0,2422
Dr. Mari Nguyen,Leil. 744 Martesvei 4,0760
Frida Mathilde Mathisen,Gloslis Gate 82,2314
Madeleine Tiril Carlsen,Vestre Eikesvingen 2,7037
Dr. Martine Myhrer,Oppgang B Østre Sjøplassen 9,9274
Prof. Nora Jensen,Leil. 710 Klokkerengen 67,3791
Malin Svendsen Olsen,Oppgang A Vestre Berghavna 3,5906
Marie Wold Jr.,Oppgang B Eliass Vei 6,9700
Selma Vedvik,Gamle Prestemarka 6,4696
Noah Nikolai Berge,Oppgang A Lundesgate 4,0595
Emil Jakobsen,Oppgang B Brumyra 6,2004
Aurora Helene Østby,Geiteryggløkka 02,9482
Aksel Lars Krogh,Oppgang B Fosseskrenten 56,8910
Maja Vegge IV,Filipsvei 06,4541
Synne Sæther IV,Granitteggen 10,5017
Adrian Smogeli III,Leil. 245 Evensens Gate 54,0411
Even Nordby,Oppgang B Fredriksenveien 72,9193
Andreas Even Røed,Røeds Gate 54,5777
Aksel Hagen Jr.,Bergtoppen 8,1295
Lucas Eriksen,Leil. 044 Brujordet 9,6530
Selma Celine Dahl,Isaksvei 5,5387
Herman Even Eide,Leil. 819 Høyrøa 5,6431
Helene Tuva Holm,Leil. 556 Soleggen 42,6405
Prof. Thea Haugen,Oppgang B Minasvei 8,3722
Oskar Hansen Hopland,Olstadveien 2,7176
Kaja Christiansen Mathisen,Leil. 638 Emiliesvei 66,4371
Thomas Alexander Lunde,Gamle Elveflata 89,7511
Dr. Mia Aas,Konvallflata 6,2481
Henrik Elias Huseby,Oppgang B Bjørkekroken 63,3124
Mina Frida Kleven,Oppgang A Søndre Furumarka 59,0782
Martine Marte Smedsrud,Vegges Gate 2,4265
Frida Haugen,Olstadsvei 3,2264
Sandra Emilie Amundsen,Bekkeflata 1,3246
Tiril Sofie Kristiansen,Vestre Granittmarka 8,3884
Alexander Ole Rasmussen,Sørensens Vei 30,1870
Prof. Aksel Jakobsen,Høybakken 7,2434
Kristoffer Røed,Vedviks Vei 72,0914
Sindre Jonas Danielsen,Klokkergropa 6,7409
Mina Kaja Edvardsen,Oppgang B Vestre Eikeroa 2,4333
Elias Moen V,Nedre Kirkeringen 33,2451
Oskar Glosli,Oppgang A Vestre Solgjerdet 9,7479
Oliver Magnus Martinsen,Oppgang B Østre Høyskogen 6,7941
Nikolai Daniel Fjeld,Berntsengata 98,5833
Jenny Maren Skoglund,Oppgang A Lieveien 24,1312
Lucas Fredriksen IV,Evensvei 8,4529
Lucas Nordby,Leil. 847 Granittlyngen 78,2443
Sofie Malin Rasmussen,Oppgang B Eliasgata 2,6995
Natalie Johnsen,Vestre Eikevollen 92,3812
Kristoffer Vedvik,Rasmussensgate 8,6057
Prof. Martin Nygård,Leil. 372 Korsspranget 8,1541
Prof. Elise Gran,Oppgang B Kirkeåsen 7,8534
Theodor Sander Olsen,Oppgang A Prestehaugen 2,6011
Prof. Mari Andresen,Leil. 333 Søndre Tinglunden 51,7729
Erik Kvarme Bakken,Oppgang A Tingløkka 0,9480
Sunniva Lunde Jr.,Kaspers Gate 0,5486
Eirik Aksel Johannessen,Oppgang A Kaspers Gate 3,5283
Ingrid Mia Hansen,Oppgang A Søndre Rognestykket 96,7620
Dr. Nora Glosli,Kristensengata 47,3960
Marius Bakke Jr.,Oppgang B Mathisens Vei 5,0413
Sofie Eline Strand,Oppgang B Søndre Eikegjerdet 2,5844
Even Hagen Svendsen,Oppgang B Torggropa 33,0217
Dr. Celine Jørgensen,Oppgang A Øvre Tinggrenda 9,7405
Anna Celine Dahl,Oppgang B Joakimsgate 23,0251
Mikkel Kristensen,Korsstranda 36,1061
Hedda Kristoffersen,Nygårdsvei 20,0962
Anders Andreassen,Oppgang A Søndre Høygropa 5,1745
Sunniva Maria Fossum,Oppgang B Klokkerbakken 8,5243
Helene Aalerud,Tinghøgda 71,5096
Anders Aksel Aasen,Oppgang B Blåveisjordet 72,9846
Mathilde Sandra Berg,Martes Vei 58,8076
Nikolai Haugen Sr.,Torgmyra 70,0807
Mina Fredriksen,Oppgang A Heggebakken 2,7052
Sandra Nilsen V,Kvarmegata 0,7420
Sara Haugen,Oppgang B Bjerkegata 3,7420
Joakim Theodor Østby,Oppgang B Eriks Gate 8,1715
Anna Johannessen V,Oppgang B Rognevika 4,6083
Hanna Røed Ryan,Øvre Eikemarka 47,0672
Thomas Erik Fossum,Oppgang A Fossevollen 5,9142
Anna Tuva Fjeld,Østre Lillelunden 65,6034
Benjamin Sæther Løken,Mathisenveien 58,5213
Dr. Oliver Kristiansen,Oppgang A Torgjordet 1,6652
Prof. Frida Holm,Leil. 147 Rasmussens Vei 5,5210
Benjamin Joakim Berge,Grangrenda 9,1273
Maren Myhrer Berge,Leil. 177 Søndre Fiolberget 41,7287
Andrea Johannessen IV,Oppgang B Hestemyrgjerdet 0,1478
William Sindre Berntsen,Oppgang B Hestemyrholtet 1,1363
Andreas Joakim Kristensen,Leil. 821 Skoglunds Gate 80,2270
Erik Oliver Johannessen,Linneasgate 3,8514
Sandra Andersen,Oppgang A Bruplassen 64,1929
Selma Lie III,Fredriksens Gate 15,3106
Victoria Nora Lie,Geiterygglunden 09,7054
Vilde Frida Berg,Oppgang B Søndre Hestemyrstranda 4,3031
Natalie Bjørnstad Jr.,Oppgang A Hestemyrjordet 1,1891
Tuva Helene Aalerud,Oppgang A Celineveien 22,9169
Mia Johansen,Sjøhøgda 7,0081
Dr. Frida Finstad,Leil. 988 Nygårds Gate 9,5811
Mathias Markus Johannessen,Oppgang A Hestemyrringen 1,8536
Dr. Joakim Carlsen,Skoglundsvei 7,4910
Markus Nordskaug,Leil. 285 Søndre Kirketunet 1,5210
Selma Frida Skoglund,Oppgang A Blåveisflata 22,3064
Joakim William Arnesen,Eikestykket 9,3802
Emil Noah Sørensen,Pedersengata 8,4635
Dr. Tobias Mathisen,Søndre Bergekra 9,0511
Mikkel Benjamin Smogeli,Leil. 097 Øvre Klokkerkollen 76,7290
Silje Lie Jr.,Kufaret 69,7725
Jenny Sandra Olstad,Korsroa 82,0568
Sunniva Marte Aas,Lucass Vei 3,5403
Erik Sander Sørensen,Oppgang B Bjørnstadveien 8,0677
Prof. Theodor Svendsen,Sondreveien 84,1544
Marius Mikkel Bjerke,Magnussvei 45,1704
Mathilde Henriksen Rasmussen,Kirkelyngen 3,4755
Maren Finstad Myhrer,Gransvei 2,3503
Amalie Karlsen Sr.,Gamle Damringen 7,6901
Dr. Karoline Skoglund,Leil. 791 Nedre Brumarka 00,0572
Sandra Ryan Martinsen,Oppgang A Nikolaisvei 3,3180
Camilla Amalie Borge,Oppgang B Heggetunet 8,6255
Martine Sofie Jørgensen,Oppgang A Jonathangata 6,3704
Synne Ida Kristiansen,Geiteryggholtet 93,0693
Oskar Lucas Johannessen,Nedre Heggevika 75,0688
Prof. Natalie Kristensen,Oppgang A Lillejordet 59,3901
Daniel Borge,Markuss Vei 07,7480
Martine Fredriksen Jr.,Oppgang A Høysvingen 70,2440
Tuva Bjørnstad V,Oppgang B Høygata 2,6600
Dr. Herman Jacobsen,Jonass Gate 52,2977
Kaja Linnea Østby,Amaliesgate 8,1342
Ole Holm Thoresen,Sæthers Gate 5,3160
Elias Mikkel Arnesen,Nguyengata 6,4688
Dr. Kaja Ruud,Leil. 929 Tingstranda 33,4168
Amalie Aasen Sr.,Oppgang A Sørensenveien 51,7047
Prof. Even Aas,Emmaveien 22,4658
Julie Carlsen Svendsen,Oppgang A Gamle Bjørkeeggen 80,5208
Helene Johannessen,Emilveien 80,7386
Simen Fredrik Bakken,Leil. 667 Øvre Rognerøa 4,9476
Simen Lie Jr.,Torgersens Gate 82,6827
Linnea Sandra Larsen,Vestre Bergroa 8,4630
Marte Sofie Mathisen,Leil. 698 Tobiasgata 8,5387
Dr. Andrea Hansen,Oppgang A Nedre Torgkroken 72,4025
Maren Danielsen,Hannas Gate 21,2923
Prof. Jenny Berntsen,Leil. 633 Solløkka 24,3895
Dr. Mathilde Tangen,Oppgang A Nedre Bergkollen 31,4302
Dr. Andreas Carlsen,Gamle Fiolstykket 17,6547
Simen Borge IV,Oppgang A Røeds Vei 2,8733
Kristoffer Berg Jr.,Kirkemyra 38,7153
Sindre Holm Olsen,Gamle Bekkegata 6,8615
Sindre Sørensen II,Røedsgate 21,2388
Eline Elise Kristoffersen,Oppgang A Prestetjernet 91,7342
Julie Linnea Hansen,Adrianveien 13,6848
Prof. Aurora Vedvik,Øvre Kuringen 9,7609
Dr. Magnus Sørensen,Oppgang B Konvalllunden 4,3910
Even Krogh I,Kristinesvei 8,6089
Dr. Elias Østli,Leil. 568 Brustykket 98,6629
Eline Anna Skoglund,Liegata 98,7729
Sofie Oda Smogeli,Solgrenda 07,5707
Martin Krogh,Juliesvei 57,6121
Maria Bjerke II,Oppgang B Noras Gate 0,0850
Jørgen Martin Haugen,Pettersens Gate 6,7331
Dr. Hanna Torp,Oppgang A Prestehagen 22,0272
Emil Sæther II,Jacobsens Gate 03,7979
Isak Lars Pettersen,Eikealléen 69,9284
Mats Sindre Tangen,Elises Vei 5,9439
Tiril Solheim Dahl,Oppgang A Eliass Gate 14,2633
Markus Kristoffer Torp,Oppgang A Auroragata 5,8512
Ida Østli,Håkonsgate 72,0781
Martine Sara Solberg,Heggevollen 2,7388
Emma Berntsen V,Solduggekra 18,2680
Aurora Mathisen Eide,Øvre Bekkebakken 62,4104
Frida Eide Løken,Adrians Vei 38,6295
Tobias Huseby Ruud,Nedre Brueggen 58,2094
Thea Jakobsen Gundersen,Oppgang A Konvallgrenda 50,3441
Kristian Mikkel Nordskaug,Thomasveien 7,1650
Prof. Maren Østli,Vildeveien 2,7726
William Østby Skuterud,Oppgang B Østre Konvallalléen 03,1796
Dr. Henrik Ryan,Prestebråten 89,1828
Dr. Mari Andersen,Oppgang A Olsenveien 6,6708
Fredrik Erik Arnesen,Oppgang A Østre Elveflata 01,3911
Anders Aksel Kvarme,Oppgang B Nygårdgata 40,1713
Prof. Håkon Østli,Ødegårds Vei 61,1912
Nikolai Andresen V,Tirilsgate 75,7257
Leah Sæther Sæther,Fossegata 4,8287
Sunniva Emilie Skoglund,Leil. 212 Vestre Solringen 6,4768
Hedda Myhrer II,Sollis Gate 21,7357
Celine Tiril Smedsrud,Leil. 212 Geiteryggtunet 76,3677
Mia Mia Kristensen,Vestre Malmringen 44,3135
Lucas Andreas Thoresen,Oppgang B Karolinesgate 5,1386
Dr. Kaja Olstad,Brugrenda 8,0512
Benjamin Gran Berntsen,Aasenveien 96,5309
Prof. Mats Eide,Søndre Lilletunet 34,7652
Celine Sandra Andersen,Leil. 861 Selmas Vei 1,2320
Emilie Smogeli,Oppgang B Røedgata 9,0194
Prof. Thea Berntsen,Østre Brustranda 9,6320
Joakim Kristoffersen II,Bekkeroa 48,9709
Prof. Mathilde Eriksen,Leil. 087 Olsenveien 18,9403
Filip Johansen Pedersen,Oppgang B Torghøgda 1,4957
Leah Linnea Nordby,Holms Vei 0,9148
Julie Pettersen Pettersen,Vestre Klokkerrøa 2,4725
Dr. Eirik Mathisen,Leil. 540 Nedre Solringen 82,8403
Malin Nilsen,Oppgang B Konvallgata 0,1743
Nikolai Ole Martinsen,Oppgang A Bakkensgate 79,7331
Lars Lucas Larsen,Øvre Damkollen 47,3613
Celine Eline Svendsen,Oppgang A Nordbys Gate 03,5227
Sara Emilie Gran,Bakkesvei 13,4208
Aksel Løken,Oppgang B Nedre Tingstykket 53,1501
Martin Noah Christiansen,Bergkroken 9,6440
Kristian Andreassen V,Oppgang B Gamle Litjvika 9,3479
Sara Aurora Amundsen,Leil. 983 Annagata 11,6213
Benjamin Nikolai Rasmussen,Vedviks Vei 6,6184
Dr. Frida Pettersen,Leil. 971 Ryansvei 2,5588
Mats Østby Sr.,Anderss Vei 6,3753
Martine Ingrid Bjerke,Oppgang B Synnesvei 4,3920
William Sørlie,Mathisensgate 27,9158
Mathias Nguyen,Tinggata 76,7021
Dr. Oliver Eriksen,Oppgang A Øvre Heggestykket 8,4541
Prof. Amalie Sørlie,Oppgang B Myhrersvei 0,7691
Sebastian Marius Huseby,Leil. 673 Kvarmes Gate 8,8084
Leah Christiansen IV,Oppgang A Hoplands Gate 9,4616
Jonas Lucas Bakken,Eikeringen 5,3483
Sebastian Gundersen,Leil. 918 Bergsgate 07,6230
Aksel Pettersen,Oppgang A Larssvei 3,7430
Mats Andreas Solli,Leil. 365 Emils Gate 12,3401
Selma Emilie Fossum,Oppgang A Majas Vei 4,4200
Mats Nordskaug,Bekketoppen 0,0550
Prof. Marius Nielsen,Fiolrøa 9,1916
Tuva Vilde Østby,Nedre Prestehøgda 87,3891
Henrik Røed III,Oppgang A Nataliegata 55,9282
Andreas Sindre Johannessen,Oppgang A Konvallfaret 9,9147
Hanna Silje Larsen,Martineveien 23,6503
Mia Nordskaug Sr.,Gamle Torgalléen 33,4174
Alexander Joakim Strand,Gamle Furusvingen 7,9278
Maria Johnsen V,Oppgang B Elises Vei 72,8861
Elias Herman Ruud,Oppgang B Østre Korsbråten 9,4973
Leah Nordby,Øvre Granalléen 9,6726
Celine Torgersen Jr.,Oppgang A Nguyens Gate 65,7028
Prof. Sofie Gundersen,Oppgang A Damvika 15,1599
Marte Victoria Larsen,Leil. 279 Østre Damlyngen 4,3803
Sebastian Svendsen Sørensen,Leil. 645 Søndre Furugata 6,8977
Dr. Maja Larsen,Linneas Gate 0,9303
Dr. Madeleine Johansen,Oppgang A Øvre Eiketjernet 96,1832
Sondre Haugen,Brusvingen 9,9325
Sebastian Andreas Edvardsen,Tuvagata 7,9540
Mathias Nikolai Torp,Oppgang A Sandersvei 68,1615
Linnea Hopland Eide,Oppgang B Andreas Vei 00,9513
Anna Amundsen,Joakimgata 7,3223
Mathilde Martinsen Sr.,Leil. 091 Øvre Furuengen 49,0050
Jenny Selma Kvarme,Oppgang B Mikkelsgate 2,2355
Maren Linnea Johnsen,Presteholtet 11,3723
Noah Johnsen II,Emilgata 7,7043
Prof. Marius Holm,Oppgang B Kristoffersensvei 24,7159
Mathilde Emilie Karlsen,Oppgang B Martinsensvei 12,0413
Maja Berge Nordskaug,Pettersensgate 0,5914
Prof. Madeleine Danielsen,Oppgang A Skoglundveien 2,2080
Kristoffer Anders Nielsen,Gamle Kirkeskrenten 60,3257
Håkon Christiansen,Oppgang A Grans Vei 8,4665
Fredrik Skuterud IV,Oppgang B Søndre Kirkefaret 5,5121
Mats Theodor Berge,Jensengata 00,9175
Hedda Eline Bakke,Nedre Hestemyrmarka 1,4355
Lars Lucas Moen,Oppgang A Granfaret 8,5097
Julie Mathisen Haugen,Østlis Vei 1,3210
Jakob Mathias Arnesen,Evensvei 11,9533
Dr. Mikkel Haukelidsæter,Lundesvei 5,4903
Elise Østli,Synnes Vei 5,1362
Jørgen Bakke,Bjørkehøgda 68,0284
Hanna Andresen,Leil. 810 Nielsensvei 76,1456
Camilla Edvardsen,Oppgang B Evens Vei 9,8514
Mari Løken III,Oppgang B Aalerudsvei 4,0903
Kristian Gundersen Vegge,Fiolgjerdet 9,2550
Celine Kristiansen Nguyen,Leil. 390 Sebastians Gate 67,0463
Erik Bakke Mathisen,Oppgang B Nedre Solduggjordet 64,1250
Mina Jenny Moe,Fururøa 9,7481
Dr. Kasper Lie,Gamle Konvallvika 0,3530
Hanna Solli Holm,Klokkerekra 8,7156
Marius Østby Krogh,Leahsvei 4,5693
Theodor Carlsen,Hestemyrkroken 2,8922
Mathilde Nygård,Oppgang A Kasperveien 1,3320
Joakim Haukelidsæter III,Oppgang B Linneasgate 37,0602
Herman Sæther Østby,Mikkelgata 59,1390
Helene Rasmussen,Olsensgate 09,2846
Prof. Ole Smogeli,Østre Tingskogen 42,1425
Filip Jensen IV,Granroa 46,1466
Maria Marte Borge,Oppgang A Larsenveien 49,9381
Victoria Vedvik Olstad,Oppgang B Mariesvei 14,5726
Erik Holm,Oskargata 4,5319
Erik Oliver Johnsen,Leil. 991 Fiolmoen 50,0316
Thomas Jonathan Holm,Oppgang A Nguyensgate 30,2070
Mia Jensen Aalerud,Leil. 996 Markuss Gate 99,1162
Anna Bakke I,Madeleines Vei 99,4809
Emma Nordby I,Selmagata 7,5554
Johannes Eirik Haukelidsæter,Leil. 734 Østre Granmyra 23,0282
Thomas Sørlie,Helenesvei 4,2008
Nora Emilie Hopland,Fiolsvingen 9,5113
Emilie Sara Wold,Oppgang B Østre Blåveisbakken 95,2151
Dr. Marte Hagen,Oppgang A Husebysvei 05,8091
Fredrik Andresen,Østre Bjørkebråten 33,6222
Martin Kristensen,Vestre Granitthagen 5,7342
Dr. Mari Holm,Olivers Gate 2,4730
Dr. Mia Gundersen,Østre Fosseengen 7,0705
Frida Moe V,Klokkerroa 6,2305
Marte Thoresen II,Håkongata 9,2450
Theodor Finstad Tangen,Oppgang A Celineveien 2,5700
Kaja Haugen Jr.,Vestre Heggelia 16,0377
Amalie Jakobsen,Oppgang A Skoglundgata 1,3601
Dr. Madeleine Danielsen,Oppgang B Håkonsgate 6,3421
Celine Borge,Kajaveien 2,5437
Theodor Noah Mathisen,Leil. 471 Østre Solduggtjernet 1,0679
Sindre Svendsen,Smedsrudgata 9,1961
Johannes Haugen Sr.,Leil. 617 Aasveien 04,7501
Kasper Kasper Bakke,Oppgang B Finstads Gate 13,1517
Sondre Theodor Kleven,Oppgang B Vestre Korshagen 9,2305
Prof. Martin Haugen,Sofies Vei 56,8402
Markus Moen,Oppgang A Andersens Vei 53,3835
Mia Hanna Bakke,Bjerkes Gate 05,3122
Mathilde Hagen Ruud,Leil. 388 Tingfaret 2,0686
Tiril Karoline Johansen,Leil. 277 Evensvei 43,7465
William Johansen Torp,Bekkeåsen 7,4886
Nikolai Haugen Røed,Oppgang A Øvre Litjrøa 7,0913
Dr. Lucas Solli,Oppgang A Aasensgate 28,7901
Adrian Kristoffersen IV,Prestebakken 07,3141
Mina Oda Ryan,Ingrids Vei 7,5428
Frida Nordby IV,Oppgang B Oskargata 79,6633
Oda Thea Aalerud,Oppgang B Smedsruds Vei 5,4770
Johannes Mathisen,Leil. 388 Høystien 61,5773
Benjamin Thoresen,Vestre Damvika 92,6808
Camilla Sandra Pedersen,Nikolaiveien 2,0652
Kristian Jonathan Hopland,Fossestykket 5,3211
Marte Malin Andersen,Oppgang A Øvre Bekkespranget 0,0772
Celine Selma Fredriksen,Smogelisvei 35,5291
Lars Aasen,Vestre Rogneeggen 51,3084
Dr. Mats Kristiansen,Østre Blåveisjordet 3,0123
Martine Emma Nilsen,Oppgang B Anderss Vei 65,8503
Prof. Thea Skuterud,Oppgang A Karlsens Vei 2,1394
Kristine Pettersen,Kristineveien 55,2715
Martin Sindre Sæther,Søndre Eikeflata 93,5238
Selma Nguyen Nielsen,Oppgang A Solmyra 6,5314
Andreas Bjerke IV,Vassmoen 3,5983
Marte Jørgensen,Oppgang B Haugengata 5,5033
Joakim Kristoffer Østli,Nedre Torgberget 8,1450
Selma Pettersen Mathisen,Synnegata 01,7244
Noah Nielsen II,Maries Vei 9,7724
Marie Johnsen,Johnsensgate 1,0907
Sofie Aas Holm,Tangensvei 64,5282
Fredrik William Huseby,Oppgang A Gamle Eikehaugen 7,6896
Julie Maja Thoresen,Sollis Gate 57,6613
Frida Aalerud,Leil. 198 Stensrudsgate 6,2695
